sepal_length,sepal_width,petal_length,petal_width,species
4.16,2.95,1.09,1.6,setosa
6.39,2.53,3.16,1.18,setosa
6.21,3.37,3.4,2.35,versicolor
5.75,3.2,4.81,1.62,setosa
4.68,3.92,0.59,1.58,virginica
5.23,2.59,3.76,1.17,setosa
5.59,3.33,4.47,1.72,virginica
4.52,2.48,2.71,1.01,versicolor
5.21,3.06,3.81,1.37,versicolor
6.32,3.39,2.76,0.65,versicolor
6.94,2.17,2.61,1.82,setosa
5.46,2.92,3.09,1.37,versicolor
6.41,2.77,2.63,2.39,versicolor
4.27,2.72,4.73,2.64,virginica
6.33,3.15,2.6,1.66,setosa
5.16,3.45,2.35,1.24,setosa
6.05,2.95,6.35,0.63,versicolor
5.6,3.08,5.14,1.74,setosa
6.86,3.05,0.91,1.33,versicolor
5.1,3.0,2.55,1.52,virginica
6.3,2.56,4.06,2.24,setosa
5.58,3.44,4.19,0.71,setosa
5.67,3.12,1.46,0.65,virginica
5.65,3.16,5.44,1.06,setosa
5.12,2.68,4.94,1.69,versicolor
5.79,2.82,4.42,1.53,setosa
5.75,2.93,5.74,0.66,setosa
5.99,2.39,4.38,1.65,virginica
5.87,2.32,4.37,0.48,virginica
6.44,2.76,6.04,0.7,versicolor
6.54,3.21,5.35,1.13,setosa
4.96,2.74,2.44,0.87,setosa
6.5,2.59,4.65,1.73,virginica
4.85,2.67,2.7,1.37,versicolor
6.27,2.82,4.46,2.26,setosa
6.3,2.86,4.41,1.05,versicolor
4.27,3.87,1.62,1.13,setosa
5.87,3.42,3.52,1.93,virginica
5.43,3.41,4.1,1.15,virginica
5.19,3.47,3.05,2.1,virginica
6.88,2.6,4.17,1.52,virginica
5.28,2.51,4.91,-0.21,virginica
5.15,2.56,3.65,1.91,virginica
5.86,3.53,4.04,1.75,versicolor
6.35,2.78,5.78,1.77,virginica
5.69,2.5,4.41,0.05,versicolor
6.73,2.83,4.0,0.8,virginica
6.22,2.9,2.26,0.85,setosa
4.06,3.11,4.71,0.7,setosa
5.38,3.1,4.2,2.25,setosa
5.35,2.67,5.63,1.19,versicolor
6.18,3.27,3.77,1.18,virginica
3.7,2.74,0.98,1.53,versicolor
7.84,2.94,1.15,1.54,virginica
6.22,3.27,4.8,-0.8,setosa
5.92,2.74,2.84,0.81,versicolor
6.75,2.77,4.36,0.35,virginica
7.67,3.24,3.87,1.44,versicolor
6.5,2.66,3.45,1.03,versicolor
6.56,2.85,3.56,1.21,setosa
5.9,3.22,2.4,-0.05,setosa
5.69,3.82,3.68,1.01,setosa
5.42,3.24,2.82,1.87,setosa
5.14,3.19,3.14,2.05,setosa
5.25,3.21,3.21,1.63,virginica
4.72,2.57,3.36,0.4,virginica
5.74,3.05,5.08,1.96,setosa
4.45,2.99,3.51,1.63,setosa
5.95,3.13,5.24,1.13,setosa
5.77,3.05,6.01,-0.02,versicolor
5.92,3.15,4.98,1.77,setosa
5.38,2.88,4.5,0.84,virginica
8.26,3.02,4.19,1.41,virginica
6.89,2.51,5.0,1.24,versicolor
4.8,2.87,3.83,2.12,virginica
5.99,3.56,5.18,1.12,setosa
5.31,3.13,4.62,1.19,versicolor
4.99,2.99,3.16,2.15,versicolor
4.73,3.76,5.04,0.81,virginica
6.15,2.46,3.84,1.69,setosa
5.25,2.56,3.54,1.08,setosa
6.57,3.69,2.99,0.6,setosa
6.6,3.02,3.95,1.2,versicolor
6.9,2.9,5.19,1.62,virginica
5.12,2.52,5.03,2.01,virginica
6.18,3.18,4.23,2.08,virginica
6.31,3.22,4.6,1.02,setosa
5.42,2.56,5.61,0.61,versicolor
5.18,2.94,3.48,1.01,versicolor
7.09,2.87,2.03,0.49,virginica
5.98,3.1,5.65,1.07,virginica
6.31,2.55,2.91,1.0,versicolor
5.14,3.5,2.66,1.64,virginica
4.82,3.37,1.01,-0.12,versicolor
5.34,2.85,4.56,0.76,versicolor
5.7,2.91,1.27,0.76,virginica
4.95,2.95,2.57,1.91,versicolor
5.79,2.69,4.58,0.53,versicolor
4.45,2.82,4.78,1.34,virginica
4.9,2.89,2.72,1.12,virginica
6.34,3.65,3.5,1.83,virginica
6.28,3.38,2.39,1.56,versicolor
5.49,3.37,2.88,1.27,virginica
4.99,3.15,4.1,0.87,virginica
4.98,2.55,2.95,0.09,versicolor
5.5,2.98,3.33,1.35,versicolor
6.32,3.39,1.5,1.52,virginica
6.54,2.5,5.4,0.26,virginica
5.4,3.25,4.47,0.46,versicolor
4.88,3.93,4.89,1.35,versicolor
6.01,3.42,5.64,1.4,setosa
5.14,3.57,2.46,0.61,versicolor
5.39,3.09,3.16,0.86,versicolor
6.86,3.39,0.86,0.1,setosa
6.46,2.71,8.41,2.03,virginica
5.93,3.32,3.48,0.42,setosa
4.78,3.26,5.26,1.53,versicolor
5.97,3.12,1.84,1.18,setosa
6.65,3.53,5.19,1.97,setosa
5.5,2.78,6.49,0.72,setosa
6.88,2.93,3.61,1.24,setosa
6.83,3.04,2.18,0.18,setosa
7.13,2.59,3.49,0.04,setosa
6.04,3.09,0.36,1.56,virginica
6.27,2.31,3.64,0.13,setosa
6.93,3.42,4.93,1.06,setosa
6.16,3.02,3.65,1.81,setosa
5.4,2.79,3.27,1.65,setosa
5.44,2.67,4.49,0.8,versicolor
5.99,2.91,4.61,0.25,setosa
4.77,3.28,1.21,1.51,setosa
5.69,3.22,3.83,2.01,setosa
6.68,2.72,7.35,0.8,virginica
4.05,2.66,1.7,0.72,setosa
7.03,3.26,3.57,0.89,versicolor
6.7,2.71,6.61,1.54,virginica
5.43,3.02,5.36,1.94,versicolor
6.23,3.05,2.93,0.46,virginica
5.8,3.12,4.01,0.3,virginica
6.78,3.34,3.7,2.6,setosa
6.59,2.49,2.58,1.09,setosa
4.68,2.24,3.59,1.35,virginica
6.27,2.77,3.28,0.78,setosa
5.64,3.72,3.87,1.49,setosa
5.87,3.81,2.58,1.78,virginica
5.22,3.73,1.79,1.38,virginica
7.2,2.92,3.64,2.24,versicolor
6.63,2.29,6.27,1.0,virginica
5.21,2.06,3.82,1.04,versicolor
4.73,2.75,3.2,1.34,versicolor
5.49,2.92,4.83,1.48,setosa
6.15,3.52,3.46,1.34,setosa
5.99,3.35,6.5,0.43,virginica
6.8,3.09,3.69,1.39,virginica
6.43,2.64,4.75,0.98,versicolor
6.58,2.62,2.57,0.85,versicolor
6.06,3.1,4.45,1.22,setosa
4.69,3.28,4.11,0.62,virginica
5.64,3.16,3.62,0.52,virginica
6.65,2.59,2.95,-0.37,virginica
5.76,3.26,2.74,2.25,virginica
6.2,3.17,4.12,1.53,setosa
5.55,2.57,4.64,1.13,setosa
4.98,2.69,3.51,0.8,versicolor
5.7,3.28,4.13,-0.53,setosa
6.05,2.91,3.64,0.76,versicolor
5.28,3.64,3.85,1.63,setosa
5.61,3.2,3.4,1.77,setosa
5.05,2.81,3.73,1.59,virginica
6.7,3.0,7.75,1.3,versicolor
5.56,3.03,4.17,1.98,versicolor
6.96,2.71,4.67,1.0,versicolor
7.02,2.63,4.36,1.85,setosa
5.74,3.28,3.31,0.97,virginica
4.99,3.34,5.64,0.67,setosa
4.13,3.24,3.26,0.6,virginica
4.62,3.61,5.28,0.56,setosa
4.7,2.78,3.2,1.6,versicolor
6.9,3.67,2.26,0.75,setosa
5.89,2.64,4.25,0.58,versicolor
6.11,2.59,2.04,1.63,virginica
4.02,2.3,4.5,1.4,versicolor
4.84,2.82,1.91,1.78,versicolor
6.51,2.8,3.22,1.51,versicolor
6.03,3.21,1.55,0.75,versicolor
5.68,3.1,7.94,1.25,virginica
6.25,2.52,1.22,1.28,setosa
7.11,2.84,3.71,0.65,setosa
5.62,2.85,5.41,0.54,setosa
5.86,2.29,5.25,0.79,setosa
5.95,2.61,4.98,2.42,versicolor
7.71,2.69,3.22,0.95,virginica
4.12,3.57,5.73,1.94,virginica
6.35,3.08,5.07,0.92,setosa
5.71,3.26,4.02,1.73,setosa
6.25,2.4,4.06,1.74,virginica
5.27,3.48,3.24,1.77,virginica
5.76,3.52,2.34,1.43,versicolor
6.37,2.2,5.56,2.03,virginica
8.29,2.72,5.67,1.43,virginica
6.45,3.2,2.37,2.23,versicolor
5.12,3.26,3.47,0.23,versicolor
